lr23,lr_sent,lr23_sent,naive,split,benchmark
0.6444444444444445,0.6888888888888889,0.6444444444444445,0.888888888888889,293,UMCSENT
0.8666666666666667,0.8222222222222222,0.8666666666666667,0.6888888888888888,294,UMCSENT
0.7555555555555555,0.7666666666666667,0.7555555555555555,0.9333333333333332,295,UMCSENT
0.9111111111111111,0.6111111111111112,0.9111111111111111,0.6444444444444445,296,UMCSENT
0.6888888888888889,0.4,0.6222222222222222,0.7777777777777778,297,UMCSENT
0.8444444444444444,0.7666666666666667,0.8222222222222223,0.7111111111111111,298,UMCSENT
0.9555555555555556,0.5777777777777778,1.0,0.5999999999999999,299,UMCSENT
0.7111111111111111,0.6444444444444445,0.7333333333333334,0.5777777777777778,300,UMCSENT
0.9111111111111112,0.7888888888888889,0.9111111111111112,0.8,301,UMCSENT
0.7777777777777778,0.4666666666666667,0.7777777777777778,0.8,302,UMCSENT
0.8888888888888888,0.7777777777777778,0.8888888888888888,0.6666666666666666,303,UMCSENT
0.8666666666666667,0.7777777777777778,0.8666666666666667,1.0,304,UMCSENT
0.9333333333333333,0.6111111111111112,0.9333333333333333,0.9555555555555556,305,UMCSENT
0.9111111111111112,0.4222222222222222,0.9111111111111112,0.6888888888888889,306,UMCSENT
0.8222222222222222,0.7666666666666667,0.8,0.7111111111111111,307,UMCSENT
0.8666666666666667,0.6444444444444445,0.8666666666666667,0.7333333333333334,308,UMCSENT
0.8,0.4666666666666667,0.8,0.9555555555555556,309,UMCSENT
0.9111111111111112,0.6444444444444445,0.9111111111111112,0.5555555555555556,310,UMCSENT
0.8444444444444446,0.7,0.8222222222222222,0.6666666666666667,311,UMCSENT
0.9777777777777777,0.6,0.9777777777777777,0.6888888888888889,312,UMCSENT
0.9111111111111111,0.6000000000000001,0.9111111111111111,0.8666666666666667,313,UMCSENT
0.8444444444444446,0.6777777777777778,0.8222222222222222,0.8,314,UMCSENT
0.7333333333333334,0.7888888888888889,0.7111111111111111,0.7555555555555555,315,UMCSENT
0.7333333333333334,0.5555555555555556,0.7333333333333334,0.4222222222222223,316,UMCSENT
0.9777777777777777,0.6000000000000001,0.9777777777777777,0.8222222222222223,317,UMCSENT
0.8222222222222222,0.7222222222222223,0.8,0.6222222222222222,318,UMCSENT
0.711111111111111,0.8,0.711111111111111,0.7111111111111111,319,UMCSENT
